Table ID,Hypothesis,Generator ID,Truth Label,Worker IDs,Labels,Majority Label,JSON
T1110,Buffy the Vampire Slayer Season Ten is based off the TV series of the same name.,GW28,N,"['A109CH3492UU42', 'A2JPOXYZM5AJZZ', 'AISFU4P55HYEH', 'A3V9JFVZQ2XF4Y', 'A3I9XLIHPPWPN1']","['00000001', '00000001', '00000001', '00000001', '00000001']",00000001,"{""Publisher"": ""0"", ""Schedule"": ""0"", ""Format"": ""0"", ""Genre"": ""0"", ""Publication date"": ""0"", ""No. of issues"": ""0"", ""Main character(s)"": ""0"", ""none"": ""1""}"
T1110,Buffy the Vampire Slayer Season Ten is a continuously published comic series.,GW28,C,"['A1NF6PELRKACS9', 'A3I9XLIHPPWPN1', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A109CH3492UU42']","['01101000', '01001000', '10001000', '10101000', '00001000']",00001000,"{""Publisher"": ""0"", ""Schedule"": ""0"", ""Format"": ""0"", ""Genre"": ""0"", ""Publication date"": ""1"", ""No. of issues"": ""0"", ""Main character(s)"": ""0"", ""none"": ""0""}"
T1110,'Buffy the Vampire Slayer Season Ten'  Publisher Dark Horse Comics Schedule Monthly,GW27,N,"['A3I9XLIHPPWPN1', 'AMA18W8F60Y2J', 'A266GU3J5H4TRL', 'A2JPOXYZM5AJZZ', 'AISFU4P55HYEH']","['11000000', '11000000', '10000000', '11000000', '11000000']",11000000,"{""Publisher"": ""1"", ""Schedule"": ""1"", ""Format"": ""0"", ""Genre"": ""0"", ""Publication date"": ""0"", ""No. of issues"": ""0"", ""Main character(s)"": ""0"", ""none"": ""0""}"
T1110,Buffy the Vampire Slayer Season Ten is a limited series comic book.,GW12,E,"['AISFU4P55HYEH', 'A109CH3492UU42', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'A3V9JFVZQ2XF4Y']","['10100000', '10100000', '10101000', '10100000', '00100000']",10100000,"{""Publisher"": ""1"", ""Schedule"": ""0"", ""Format"": ""1"", ""Genre"": ""0"", ""Publication date"": ""0"", ""No. of issues"": ""0"", ""Main character(s)"": ""0"", ""none"": ""0""}"
T1110,Scooby Gang was the main character in all publications of Buffy the Vampire Slayer Season Ten.,GW12,N,"['A109CH3492UU42', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'AISFU4P55HYEH', 'A3I9XLIHPPWPN1']","['00000010', '00000011', '00000011', '00000010', '00000010']",00000010,"{""Publisher"": ""0"", ""Schedule"": ""0"", ""Format"": ""0"", ""Genre"": ""0"", ""Publication date"": ""0"", ""No. of issues"": ""0"", ""Main character(s)"": ""1"", ""none"": ""0""}"
T1110,Buffy the Vampire Slayer Season Ten came out monthly for five years.,GW12,C,"['A1NF6PELRKACS9', 'A3I9XLIHPPWPN1', 'A2JPOXYZM5AJZZ', 'AISFU4P55HYEH', 'AMA18W8F60Y2J']","['01001000', '00001100', '01001000', '01001000', '01001000']",01001000,"{""Publisher"": ""0"", ""Schedule"": ""1"", ""Format"": ""0"", ""Genre"": ""0"", ""Publication date"": ""1"", ""No. of issues"": ""0"", ""Main character(s)"": ""0"", ""none"": ""0""}"
T1322,The Honourable Brigitte Trogneux-Macron has had two husbands.,GW4,E,"['AMA18W8F60Y2J', 'A109CH3492UU42', 'A3I9XLIHPPWPN1', 'A2JPOXYZM5AJZZ', 'AISFU4P55HYEH']","['010000', '010000', '010000', '010000', '010000']",010000,"{""Born"": ""0"", ""Spouse(s)"": ""1"", ""Children"": ""0"", ""Residence"": ""0"", ""Occupation"": ""0"", ""none"": ""0""}"
T1322,The The Honourable Brigitte Trogneux-Macron had all their children with Emmanuel macron.,GW4,N,"['A2JPOXYZM5AJZZ', 'AISFU4P55HYEH', 'A3I9XLIHPPWPN1', 'A109CH3492UU42', 'A3V9JFVZQ2XF4Y']","['011001', '011001', '011001', '011001', '011001']",011001,"{""Born"": ""0"", ""Spouse(s)"": ""1"", ""Children"": ""1"", ""Residence"": ""0"", ""Occupation"": ""0"", ""none"": ""1""}"
T1322,The Honourable Brigitte Trogneux-Macron has never taught students.,GW4,C,"['A2JPOXYZM5AJZZ', 'AISFU4P55HYEH', 'A3I9XLIHPPWPN1', 'A3V9JFVZQ2XF4Y', 'A109CH3492UU42']","['000010', '000010', '000010', '000010', '000010']",000010,"{""Born"": ""0"", ""Spouse(s)"": ""0"", ""Children"": ""0"", ""Residence"": ""0"", ""Occupation"": ""1"", ""none"": ""0""}"
T1322,Brigitte Marie-Claude Trogneux is married to Emmanuel Macron.,GW27,E,"['AMA18W8F60Y2J', 'A109CH3492UU42', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1']","['010000', '010000', '010000', '010000', '010000']",010000,"{""Born"": ""0"", ""Spouse(s)"": ""1"", ""Children"": ""0"", ""Residence"": ""0"", ""Occupation"": ""0"", ""none"": ""0""}"
T1322,Brigitte Marie-Claude Trogneux divorced Andr?-Louis Auzi?re to marry Emmanuel Macron.,GW27,N,"['A3I9XLIHPPWPN1', 'AMA18W8F60Y2J', 'A109CH3492UU42', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ']","['010000', '010001', '010001', '010000', '010001']",010001,"{""Born"": ""0"", ""Spouse(s)"": ""1"", ""Children"": ""0"", ""Residence"": ""0"", ""Occupation"": ""0"", ""none"": ""1""}"
T1322,Brigitte Marie-Claude Trogneux has as many children as marriages.,GW27,C,"['A2JPOXYZM5AJZZ', 'A109CH3492UU42', 'AISFU4P55HYEH', 'A3I9XLIHPPWPN1', 'A3V9JFVZQ2XF4Y']","['011000', '011000', '011000', '011000', '011000']",011000,"{""Born"": ""0"", ""Spouse(s)"": ""1"", ""Children"": ""1"", ""Residence"": ""0"", ""Occupation"": ""0"", ""none"": ""0""}"
T1322,Brigitte Trogneux-Macron was born in the spring during the early 1950's.,GW12,N,"['A2JPOXYZM5AJZZ', 'A109CH3492UU42', 'A1NF6PELRKACS9', 'AISFU4P55HYEH', 'A3I9XLIHPPWPN1']","['100000', '100000', '100000', '100000', '100000']",100000,"{""Born"": ""1"", ""Spouse(s)"": ""0"", ""Children"": ""0"", ""Residence"": ""0"", ""Occupation"": ""0"", ""none"": ""0""}"
T1453,Jose Mourinho has been competing since at least the 1980's.,GW84,E,"['A2JPOXYZM5AJZZ', 'A109CH3492UU42', 'AMA18W8F60Y2J', 'A3I9XLIHPPWPN1', 'AISFU4P55HYEH']","['11110', '10000', '10000', '10000', '10000']",10000,"{""1980-1982"": ""1"", ""1982-1983"": ""0"", ""1983-1985"": ""0"", ""1985-1987"": ""0"", ""none"": ""0""}"
T1453,Jose Mourinho competed in 1989.,GW84,N,"['AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'A109CH3492UU42', 'A1NF6PELRKACS9']","['11110', '00001', '00010', '11110', '00011']",00010,"{""1980-1982"": ""0"", ""1982-1983"": ""0"", ""1983-1985"": ""0"", ""1985-1987"": ""1"", ""none"": ""0""}"
T1453,Jose Mourinho was on the Belenenses in 1981.,GW84,C,"['AISFU4P55HYEH', 'A109CH3492UU42', 'AMA18W8F60Y2J', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1']","['01000', '01000', '01000', '11000', '01000']",01000,"{""1980-1982"": ""0"", ""1982-1983"": ""1"", ""1983-1985"": ""0"", ""1985-1987"": ""0"", ""none"": ""0""}"
T1453,Jos? Mourinho is Portuguese.,GW0,N,"['AMA18W8F60Y2J', 'A109CH3492UU42', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'AISFU4P55HYEH']","['00001', '00001', '00001', '00001', '00001']",00001,"{""1980-1982"": ""0"", ""1982-1983"": ""0"", ""1983-1985"": ""0"", ""1985-1987"": ""0"", ""none"": ""1""}"
T1453,Jos? Mourinho left Rio Ave because of an injury.,GW1,N,"['A109CH3492UU42', 'A3I9XLIHPPWPN1', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9']","['00001', '00001', '00001', '10001', '10001']",00001,"{""1980-1982"": ""0"", ""1982-1983"": ""0"", ""1983-1985"": ""0"", ""1985-1987"": ""0"", ""none"": ""1""}"
T54,A minority of Burkina Faso's population identify as Tuareg.,GW1,E,"['A2UF2FRGVW4T89', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER', 'A3I9XLIHPPWPN1']","['100000000', '100000000', '100000000', '100000000', '100000000']",100000000,"{""Ethnic groups (1995)"": ""1"", ""Official languages"": ""0"", ""Recognised national languages"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President "": ""0"", ""Prime Minister "": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T54,Roch Marc Christian Kabor? will replace Paul Kaba Thieba one day as Burkina Faso's prime minister.,GW1,N,"['A2UF2FRGVW4T89', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER', 'A3I9XLIHPPWPN1']","['000000001', '000001101', '000001101', '000001101', '000001100']",000001101,"{""Ethnic groups (1995)"": ""0"", ""Official languages"": ""0"", ""Recognised national languages"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President "": ""1"", ""Prime Minister "": ""1"", ""Legislature"": ""0"", ""none"": ""1""}"
T54,Burkina Faso has more than one official language.,GW1,C,"['A2UF2FRGVW4T89', 'A3I9XLIHPPWPN1', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9']","['010000000', '010000000', '010000000', '011000000', '010000000']",010000000,"{""Ethnic groups (1995)"": ""0"", ""Official languages"": ""1"", ""Recognised national languages"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President "": ""0"", ""Prime Minister "": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T54,The majority of the Mossi speak French.,GW14,N,"['A2UF2FRGVW4T89', 'A3I9XLIHPPWPN1', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9']","['010000000', '010000000', '011000000', '011000001', '110000001']",010000000,"{""Ethnic groups (1995)"": ""0"", ""Official languages"": ""1"", ""Recognised national languages"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President "": ""0"", ""Prime Minister "": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T54,There are fewer Senufo people than Tuareg.,GW14,C,"['A1IFIK8J49WBER', 'AISFU4P55HYEH', 'A3I9XLIHPPWPN1', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9']","['100000000', '100000000', '100000000', '100000000', '100000000']",100000000,"{""Ethnic groups (1995)"": ""1"", ""Official languages"": ""0"", ""Recognised national languages"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President "": ""0"", ""Prime Minister "": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T54,Most people in Burkina Faso speak French.,GW4,E,"['A1IFIK8J49WBER', 'AISFU4P55HYEH', 'A3I9XLIHPPWPN1', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9']","['011000000', '010000000', '010000000', '011000001', '010000000']",010000000,"{""Ethnic groups (1995)"": ""0"", ""Official languages"": ""1"", ""Recognised national languages"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President "": ""0"", ""Prime Minister "": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T54,The Mossi ethnic group has the most power in Burkina Faso.,GW4,N,"['A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'A1IFIK8J49WBER', 'A1NF6PELRKACS9', 'A2UF2FRGVW4T89']","['100000001', '100000001', '100000000', '100000000', '100000000']",100000000,"{""Ethnic groups (1995)"": ""1"", ""Official languages"": ""0"", ""Recognised national languages"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President "": ""0"", ""Prime Minister "": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T54,Burkina Faso is controlled by a monarchy.,GW4,C,"['A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'A1IFIK8J49WBER', 'A1NF6PELRKACS9', 'A2UF2FRGVW4T89']","['000011110', '000010000', '000010001', '000010000', '000011000']",000010000,"{""Ethnic groups (1995)"": ""0"", ""Official languages"": ""0"", ""Recognised national languages"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""1"", ""President "": ""0"", ""Prime Minister "": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T108,Isabella was painted right in the middle of the 19th century.,GW1,E,"['A3LRZX8477TYYZ', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9', 'A1IFIK8J49WBER', 'AISFU4P55HYEH']","['010000', '011000', '010000', '010000', '010000']",010000,"{""Artist"": ""0"", ""Year"": ""1"", ""Medium"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""0""}"
T108,John Everett Millais thought Isabella  was one of his best paintings.,GW1,N,"['A3LRZX8477TYYZ', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9', 'A1IFIK8J49WBER', 'AISFU4P55HYEH']","['100001', '101001', '100001', '000001', '000001']",100001,"{""Artist"": ""1"", ""Year"": ""0"", ""Medium"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""1""}"
T108,The longer side of Isabella measures more than five feet long.,GW1,C,"['A3LRZX8477TYYZ', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'AISFU4P55HYEH', 'A1IFIK8J49WBER']","['000100', '000100', '000100', '000100', '000100']",000100,"{""Artist"": ""0"", ""Year"": ""0"", ""Medium"": ""0"", ""Dimensions"": ""1"", ""Location"": ""0"", ""none"": ""0""}"
T108,Isabella can be viewed in a museum in England.,GW0,E,"['A3LRZX8477TYYZ', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'AISFU4P55HYEH', 'A1IFIK8J49WBER']","['000010', '000010', '000010', '000010', '000010']",000010,"{""Artist"": ""0"", ""Year"": ""0"", ""Medium"": ""0"", ""Dimensions"": ""0"", ""Location"": ""1"", ""none"": ""0""}"
T108,Isabella is John Everett Millais' last painting,GW0,N,"['A1NF6PELRKACS9', 'A3LRZX8477TYYZ', 'AISFU4P55HYEH', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ']","['100001', '110001', '000001', '100001', '101001']",100001,"{""Artist"": ""1"", ""Year"": ""0"", ""Medium"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""1""}"
T108,"the painting ""Isabella"" was painted in the 17th century.",GW0,C,"['A1NF6PELRKACS9', 'A3LRZX8477TYYZ', 'AISFU4P55HYEH', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ']","['010000', '010000', '010000', '010000', '010000']",010000,"{""Artist"": ""0"", ""Year"": ""1"", ""Medium"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""0""}"
T108,He was born in 1849,GW7,E,"['AISFU4P55HYEH', 'A3I9XLIHPPWPN1', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A3LRZX8477TYYZ']","['010000', '010001', '010000', '010000', '110000']",010000,"{""Artist"": ""0"", ""Year"": ""1"", ""Medium"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""0""}"
T108,He owned a gallery,GW7,N,"['AISFU4P55HYEH', 'A3I9XLIHPPWPN1', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A3LRZX8477TYYZ']","['000010', '000001', '000001', '100011', '000001']",000001,"{""Artist"": ""0"", ""Year"": ""0"", ""Medium"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""1""}"
T108,He used water on canvas,GW7,C,"['A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A2UF2FRGVW4T89', 'A3I9XLIHPPWPN1', 'A1IFIK8J49WBER']","['001000', '001000', '001000', '001000', '001000']",001000,"{""Artist"": ""0"", ""Year"": ""0"", ""Medium"": ""1"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""0""}"
T108,The piece Isabella took years to paint.,GW4,N,"['A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A2UF2FRGVW4T89', 'A3I9XLIHPPWPN1', 'A1IFIK8J49WBER']","['010001', '010001', '000001', '010001', '000001']",010001,"{""Artist"": ""0"", ""Year"": ""1"", ""Medium"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""1""}"
T317,Jimson Weed is an American work of art.,GW28,E,"['A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'A1NF6PELRKACS9', 'A1IFIK8J49WBER', 'AISFU4P55HYEH']","['101011', '100010', '001011', '000001', '000010']",000011,"{""Artist"": ""0"", ""Year"": ""0"", ""Type"": ""0"", ""Dimensions"": ""0"", ""Location"": ""1"", ""none"": ""1""}"
T317,Jimson Weed was sketched before it was painted.,GW28,N,"['A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'A1NF6PELRKACS9', 'A1IFIK8J49WBER', 'AISFU4P55HYEH']","['001001', '000001', '001001', '000001', '000001']",000001,"{""Artist"": ""0"", ""Year"": ""0"", ""Type"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""1""}"
T317,Jimson Weed taller than it is wide.,GW28,C,"['A1NF6PELRKACS9', 'A3LRZX8477TYYZ', 'A2JPOXYZM5AJZZ', 'AISFU4P55HYEH', 'A1IFIK8J49WBER']","['000100', '000100', '000100', '000100', '000100']",000100,"{""Artist"": ""0"", ""Year"": ""0"", ""Type"": ""0"", ""Dimensions"": ""1"", ""Location"": ""0"", ""none"": ""0""}"
T317,Jimson Weed is a painting that is over six feet tall.,GW4,E,"['A1NF6PELRKACS9', 'A3LRZX8477TYYZ', 'A2JPOXYZM5AJZZ', 'AISFU4P55HYEH', 'A1IFIK8J49WBER']","['000100', '000100', '001100', '000100', '000100']",000100,"{""Artist"": ""0"", ""Year"": ""0"", ""Type"": ""0"", ""Dimensions"": ""1"", ""Location"": ""0"", ""none"": ""0""}"
T317,Georgia O'Keeffe painted many pieces before they painted Jimson Weed.,GW4,N,"['A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER', 'A2UF2FRGVW4T89', 'A1NF6PELRKACS9', 'A3I9XLIHPPWPN1']","['100001', '100001', '000001', '100001', '000001']",100001,"{""Artist"": ""1"", ""Year"": ""0"", ""Type"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""1""}"
T317,The piece Jimson Weed was made after World War II.,GW4,C,"['A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER', 'A2UF2FRGVW4T89', 'A1NF6PELRKACS9', 'A3I9XLIHPPWPN1']","['010000', '010001', '010000', '010000', '010000']",010000,"{""Artist"": ""0"", ""Year"": ""1"", ""Type"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""0""}"
T317,'Jimson Weed' went to the Indianapolis Museum of Art in 1936.,GW27,N,"['A3I9XLIHPPWPN1', 'A1IFIK8J49WBER', 'A1NF6PELRKACS9', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ']","['010011', '010010', '010011', '010010', '010011']",010011,"{""Artist"": ""0"", ""Year"": ""1"", ""Type"": ""0"", ""Dimensions"": ""0"", ""Location"": ""1"", ""none"": ""1""}"
T317,Georgia O'Keeffe died before 1936.,GW27,C,"['A3I9XLIHPPWPN1', 'A1IFIK8J49WBER', 'A1NF6PELRKACS9', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ']","['000001', '000001', '110000', '000001', '110001']",000001,"{""Artist"": ""0"", ""Year"": ""0"", ""Type"": ""0"", ""Dimensions"": ""0"", ""Location"": ""0"", ""none"": ""1""}"
T397,Jurassic World: Fallen Kingdom was a profitable American film,GW28,E,"['A1NF6PELRKACS9', 'A365SN61J4UNGR', 'A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER', 'A3I9XLIHPPWPN1']","['00000000000000110', '00000000000010110', '00000000000000110', '00000000000010110', '00000000000000110']",00000000000000110,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""0"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""1"", ""Box office"": ""1"", ""none"": ""0""}"
T397,Jurassic World: Fallen Kingdom was the most profitable film of 2018.,GW28,N,"['A1NF6PELRKACS9', 'A365SN61J4UNGR', 'A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER', 'A3I9XLIHPPWPN1']","['00000000001000111', '00000000001000110', '00000000001000011', '00000000001000011', '00000000000000011']",00000000001000011,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""1"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""1"", ""none"": ""1""}"
T397,Jurassic World: Fallen Kingdom running time was less than two hours.,GW28,C,"['A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'AISFU4P55HYEH', 'A3LRZX8477TYYZ', 'A1NF6PELRKACS9']","['00000000000100000', '00000000000100000', '00000000000100000', '00000000000100000', '00000000000100000']",00000000000100000,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""0"", ""Running time"": ""1"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""0"", ""none"": ""0""}"
T397,Derek Connolly and Colin Trevorrow used most of Michael Crichton's characters for 'Jurassic World: Fallen Kingdom'.,GW27,N,"['A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'AISFU4P55HYEH', 'A3LRZX8477TYYZ', 'A1NF6PELRKACS9']","['00110000000000001', '00010000000000000', '00110000000000000', '00110000000000001', '00110000000000000']",00110000000000000,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""1"", ""Based on"": ""1"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""0"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""0"", ""none"": ""0""}"
T397,Universal Pictures first released 'Jurassic World: Fallen Kingdom' in June.,GW27,C,"['A3LRZX8477TYYZ', 'A1NF6PELRKACS9', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER']","['00000000001000000', '00000000111000000', '00000000011000000', '00000000101000000', '00000000001000000']",00000000001000000,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""1"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""0"", ""none"": ""0""}"
T397,The film Jurassic World: Fallen Kingdom made over a billion dollars.,GW4,E,"['A3LRZX8477TYYZ', 'A1NF6PELRKACS9', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER']","['00000000000000010', '00000000000000010', '00000000000000010', '00000000000000010', '00000000000000010']",00000000000000010,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""0"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""1"", ""none"": ""0""}"
T397,The movie Jurassic World: Fallen Kingdom took several years to film.,GW4,N,"['A1IFIK8J49WBER', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A3LRZX8477TYYZ', 'AISFU4P55HYEH']","['00000000000000001', '00000000000000001', '00000000000000001', '00000000000000001', '00000000000000001']",00000000000000001,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""0"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""0"", ""none"": ""1""}"
T397,The movie Jurassic World: Fallen Kingdom came out in the United States before WiZink Center.,GW4,C,"['A1IFIK8J49WBER', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A3LRZX8477TYYZ', 'AISFU4P55HYEH']","['00000000001000000', '00000000001000000', '00000000001000000', '00000000001000000', '00000000001000000']",00000000001000000,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""1"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""0"", ""none"": ""0""}"
T613,"Republic of Costa Rica is a multi-ethnic, multi-lingual nation.",GW28,E,"['AISFU4P55HYEH', 'A1NF6PELRKACS9', 'A3I9XLIHPPWPN1', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ']","['001100000000', '001100000000', '001100000000', '011100000000', '011100000000']",001100000000,"{""Capitaland largest city"": ""0"", ""Official languages"": ""0"", ""Recognized regional languages"": ""1"", ""Ethnic groups  (2011)"": ""1"", ""Religion  (2017)"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T613,Republic of Costa Rica is a tourist destination.,GW28,N,"['AISFU4P55HYEH', 'A1NF6PELRKACS9', 'A3I9XLIHPPWPN1', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ']","['000000000001', '000000000001', '000000000001', '000000000001', '000000000001']",000000000001,"{""Capitaland largest city"": ""0"", ""Official languages"": ""0"", ""Recognized regional languages"": ""0"", ""Ethnic groups  (2011)"": ""0"", ""Religion  (2017)"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""0"", ""Legislature"": ""0"", ""none"": ""1""}"
T613,Republic of Costa Rica is located in the Pacific.,GW28,C,"['A2UF2FRGVW4T89', 'A2JPOXYZM5AJZZ', 'A365SN61J4UNGR', 'A1IFIK8J49WBER', 'A1NF6PELRKACS9']","['000000000001', '100000000000', '000000000001', '100000000001', '000000000001']",000000000001,"{""Capitaland largest city"": ""0"", ""Official languages"": ""0"", ""Recognized regional languages"": ""0"", ""Ethnic groups  (2011)"": ""0"", ""Religion  (2017)"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""0"", ""Legislature"": ""0"", ""none"": ""1""}"
