s.no	worker_id	original_tableid	original_hypothesis	original_label	modified_tableid	modified_hypothesis	modified_label
0	IA1	T546	Circus was a large effort and include a large amount of producers, artist and technical support.	E	T546_mod_13	Circus was a large effort and include a large amount of producers, artist and technical support.	C
0	IA2	T132	Evan Rachel Wood's career has spanned 25 years so far.	E	T132_mod_3	Evan Rachel Wood's career has spanned 25 years so far.	C
0	IA2	T132	Evan Rachel Wood was born in the Spring of 1987.	C	T132_mod_4	Evan Rachel Wood was born in the Spring of 1987.	E
0	IA0	T103	JoJo was born in the northeast section of U.S.	E	T103_mod_1	JoJo was born in the northeast section of U.S.	C
0	IA0	T132	Evan Rachel Wood was born on the east coast of the USA.	E	T132_mod_5	Evan Rachel Wood was born on the east coast of the USA.	C
0	IA0	T103	JoJo has been performing for over forty years.	C	T103_mod_2	JoJo has been performing for over forty years.	E
0	IA2	T132	Evan Rachel Wood is still married to Jamie Bell.	C	T132_mod_6	Evan Rachel Wood is still married to Jamie Bell.	E
0	IA0	T103	JoJo has had an active music career for over 20 years.	E	T103_mod_3	JoJo has had an active music career for over 20 years.	C
0	IA0	T133	Joseph Stalin had multiple nicknames.	C	T133_mod_1	Joseph Stalin had multiple nicknames.	E
0	IA0	T103	JoJo was born in the Summer of 1990.	C	T103_mod_4	JoJo was born in the Summer of 1990.	E
0	IA0	T133	Joseph Stalin was able to climb the ranks in the Soviet Armed Forces.	E	T133_mod_2	Joseph Stalin was able to climb the ranks in the Soviet Armed Forces.	C
0	IA0	T103	JoJo was a child performer.	E	T103_mod_5	JoJo was a child performer.	C
0	IA2	T133	Joseph Stalin wound up staying in the army into the cold war.	C	T133_mod_3	Joseph Stalin wound up staying in the army into the cold war.	E
0	IA1	T103	JoJo was born in Massachusetts in the winter.	C	T103_mod_6	JoJo was born in Massachusetts in the winter.	E
0	IA0	T2031	The record was released in the summer of 1982.	E	T2031_mod_1	The record was released in the summer of 1982.	C
0	IA2	T2031	The album is full of classical music.	C	T2031_mod_2	The album is full of classical music.	E
0	IA1	T2031	Hot Space was recorded entirely in European studios.	E	T2031_mod_3	Hot Space was recorded entirely in European studios.	C
0	IA0	T134	Jor-El is not known for his intelligence.	C	T134_mod_1	Jor-El is not known for his intelligence.	E
0	IA0	T2031	Hot Space was released in the Fall of 1982.	C	T2031_mod_4	Hot Space was released in the Fall of 1982.	E
0	IA2	T134	Jor-El is known by a different name in the DC Rebirth.	E	T134_mod_2	Jor-El is known by a different name in the DC Rebirth.	C
0	IA2	T2031	Hot Space was released in the spring of 1982.	E	T2031_mod_5	Hot Space was released in the spring of 1982.	C
0	IA1	T2031	Hot Space is less than 40 minutes long.	C	T2031_mod_6	Hot Space is less than 40 minutes long.	E
0	IA0	T2031	Hot Space was released 2 months after it was completed recording.	E	T2031_mod_7	Hot Space was released 2 months after it was completed recording.	C
0	IA2	T134	Jor-El is on the same side as Superman.	E	T134_mod_3	Jor-El is on the same side as Superman.	C
0	IA0	T2031	Recording for Hot Space began 2 years before its release.	C	T2031_mod_8	Recording for Hot Space began 2 years before its release.	E
0	IA1	T2031	Hot Space came out 21 May 1982	E	T2031_mod_9	Hot Space came out 21 May 1982	C
0	IA0	T135	Chorley cake is a pastry that originated in Europe.	E	T135_mod_1	Chorley cake is a pastry that originated in Europe.	C
0	IA0	T2031	Hot Space was released in the same year that recording was completed.	E	T2031_mod_10	Hot Space was released in the same year that recording was completed.	C
0	IA1	T135	Chorley cake's main ingredients are dates.	C	T135_mod_2	Chorley cake's main ingredients are dates.	E
0	IA1	T2031	Hot Space takes over an hour to listen to.	C	T2031_mod_11	Hot Space takes over an hour to listen to.	E
0	IA0	T135	This is a pastry.	E	T135_mod_3	This is a pastry.	C
0	IA0	T107	James Oliver died in the Spring of 1908.	E	T107_mod_1	James Oliver died in the Spring of 1908.	C
0	IA2	T135	ItÕs not sweet.	C	T135_mod_4	ItÕs not sweet.	E
0	IA0	T107	James Oliver was born in the Winter of 1823.	C	T107_mod_2	James Oliver was born in the Winter of 1823.	E
0	IA2	T107	James Oliver died in the U.S.	E	T107_mod_3	James Oliver died in the U.S.	C
0	IA2	T107	James Oliver was English.	C	T107_mod_4	James Oliver was English.	E
0	IA0	T135	A Chorley cake is known from originating in France.	C	T135_mod_5	A Chorley cake is known from originating in France.	E
0	IA1	T107	James Oliver was born in the United Kingdom.	E	T107_mod_5	James Oliver was born in the United Kingdom.	C
0	IA0	T135	Chorley cake originated in Europe.	E	T135_mod_6	Chorley cake originated in Europe.	C
0	IA0	T107	James Oliver was known for being a chemist.	C	T107_mod_6	James Oliver was known for being a chemist.	E
0	IA2	T135	Chorley cake is usually enjoyed with coffee.	C	T135_mod_7	Chorley cake is usually enjoyed with coffee.	E
0	IA0	T108	Isabella was painted right in the middle of the 19th century.	E	T108_mod_1	Isabella was painted right in the middle of the 19th century.	C
0	IA2	T108	The longer side of Isabella measures more than five feet long.	C	T108_mod_2	The longer side of Isabella measures more than five feet long.	E
0	IA2	T136	The referenda was held four months before the federation was established.	E	T136_mod_1	The referenda was held four months before the federation was established.	C
0	IA1	T108	Isabella can be viewed in a museum in England.	E	T108_mod_3	Isabella can be viewed in a museum in England.	C
0	IA2	T136	The Federation was disestablished in 1972.	C	T136_mod_2	The Federation was disestablished in 1972.	E
0	IA1	T136	The Federation of Arab Republics had 3 member countries.	E	T136_mod_3	The Federation of Arab Republics had 3 member countries.	C
0	IA0	T108	"the painting ""Isabella"" was painted in the 17th century."	C	T108_mod_4	"the painting ""Isabella"" was painted in the 17th century."	E
0	IA1	T136	The Federation of Arab Republics was established shortly after World War II.	C	T136_mod_4	The Federation of Arab Republics was established shortly after World War II.	E
0	IA0	T136	The Federation of Arab Republics was established on New Year's Day 1972.	E	T136_mod_5	The Federation of Arab Republics was established on New Year's Day 1972.	C
0	IA0	T108	He was born in 1849	E	T108_mod_5	He was born in 1849	C
0	IA1	T108	He used water on canvas	C	T108_mod_6	He used water on canvas	E
0	IA1	T136	The Federation of Arab Republics fell apart in the Spring of 1977.	C	T136_mod_6	The Federation of Arab Republics fell apart in the Spring of 1977.	E
0	IA2	T545	Clean Bandit was formed on the European continent.	E	T545_mod_1	Clean Bandit was formed on the European continent.	C
0	IA1	T138	George Frederic Watts painted Hope in the 19th century.	E	T138_mod_1	George Frederic Watts painted Hope in the 19th century.	C
0	IA0	T545	Clean Bandit has been a group since the 1990s.	C	T545_mod_2	Clean Bandit has been a group since the 1990s.	E
0	IA1	T138	George Frederic Watts' Hope is located in Australia.	C	T138_mod_2	George Frederic Watts' Hope is located in Australia.	E
0	IA2	T545	Clean Bandit was formed in the United Kingdom.	E	T545_mod_3	Clean Bandit was formed in the United Kingdom.	C
0	IA0	T138	Hope is a piece of art that was made originally in 1886.	E	T138_mod_3	Hope is a piece of art that was made originally in 1886.	C
0	IA1	T138	The painting Hope is over 5 feet tall.	C	T138_mod_4	The painting Hope is over 5 feet tall.	E
0	IA0	T138	The shorter side of Hope measures more than 3 feet long.	E	T138_mod_5	The shorter side of Hope measures more than 3 feet long.	C
0	IA0	T545	Clean Bandit was formed in Europe.	E	T545_mod_4	Clean Bandit was formed in Europe.	C
0	IA1	T138	The longer side of Hope measures more than 5 feet long.	C	T138_mod_6	The longer side of Hope measures more than 5 feet long.	E
0	IA1	T545	Clean Bandit has been making music under that name for over 15 years.	C	T545_mod_5	Clean Bandit has been making music under that name for over 15 years.	E
0	IA2	T139	John William Waterhouse is still alive.	E	T139_mod_1	John William Waterhouse is still alive.	C
0	IA1	T545	Clean Bandit was formed in Cambridge	E	T545_mod_6	Clean Bandit was formed in Cambridge	C
0	IA0	T139	Circe Invidiosa is more than 6 feet wide.	C	T139_mod_2	Circe Invidiosa is more than 6 feet wide.	E
0	IA2	T545	Clean Bandit relates to only electronic Genre	C	T545_mod_7	Clean Bandit relates to only electronic Genre	E
0	IA0	T545	For 11 years, Clean Bandit has performed with acts such as Jess Glynne, Marina and Anne-Marie.	E	T545_mod_8	For 11 years, Clean Bandit has performed with acts such as Jess Glynne, Marina and Anne-Marie.	C
0	IA1	T139	The art piece Circe Invidiosa was made in 1892.	E	T139_mod_3	The art piece Circe Invidiosa was made in 1892.	C
0	IA2	T545	Clean Bandit is a country music group originating in England.	C	T545_mod_9	Clean Bandit is a country music group originating in England.	E
0	IA2	T139	The piece Circe Invidiosa involved using water based paints.	C	T139_mod_4	The piece Circe Invidiosa involved using water based paints.	E
0	IA1	T545	Clean Bandit is an English band whom specializes in electronic and pop music.	E	T545_mod_10	Clean Bandit is an English band whom specializes in electronic and pop music.	C
0	IA0	T139	John William Waterhouse painted Circe Invidiosa in the 19th century A.D.	E	T139_mod_5	John William Waterhouse painted Circe Invidiosa in the 19th century A.D.	C
0	IA2	T2014	Hootie & the Blowfish were formed on the East Coast.	E	T2014_mod_1	Hootie & the Blowfish were formed on the East Coast.	C
0	IA2	T139	Circe Invidiosa is a water color painting.	C	T139_mod_6	Circe Invidiosa is a water color painting.	E
0	IA0	T2014	Hootie & the Blowfish have made music for less than 20 years total.	C	T2014_mod_2	Hootie & the Blowfish have made music for less than 20 years total.	E
0	IA2	T140	K2-21b has an orbital period (P) less than 10 d.	E	T140_mod_1	K2-21b has an orbital period (P) less than 10 d.	C
0	IA0	T2014	Hootie & The Blowfish took a ten year haitus from performing.	E	T2014_mod_3	Hootie & The Blowfish took a ten year haitus from performing.	C
0	IA0	T140	The semi-major axis of K2-21b is greater than .08 AU.	C	T140_mod_2	The semi-major axis of K2-21b is greater than .08 AU.	E
0	IA0	T2014	Hootie & The Blowfish were founded in the 1990's.	C	T2014_mod_4	Hootie & The Blowfish were founded in the 1990's.	E
0	IA2	T2014	Hootie & The Blowfish formed in the southern U.S.	E	T2014_mod_5	Hootie & The Blowfish formed in the southern U.S.	C
0	IA1	T2014	Hootie & The Blowfish play jazz music.	C	T2014_mod_6	Hootie & The Blowfish play jazz music.	E
0	IA0	T140	The exoplanet K2-21b is less than 0.1 AU in rotational size.	E	T140_mod_3	The exoplanet K2-21b is less than 0.1 AU in rotational size.	C
0	IA0	T2014	They started in South Carolina	E	T2014_mod_7	They started in South Carolina	C
0	IA1	T140	The exoplanet K2-21b takes over ten days to rotate its parent star.	C	T140_mod_4	The exoplanet K2-21b takes over ten days to rotate its parent star.	E
0	IA0	T141	Bridgeport, Connecticut is located near the coast and has an elevation of 1m	E	T141_mod_1	Bridgeport, Connecticut is located near the coast and has an elevation of 1m	C
0	IA0	T2014	Hootie & the Blowfish originated in South Carolina.	E	T2014_mod_8	Hootie & the Blowfish originated in South Carolina.	C
0	IA0	T141	Bridgeport, Connecticut is a dry and hilly area	C	T141_mod_2	Bridgeport, Connecticut is a dry and hilly area	E
0	IA1	T2014	Hootie & the Blowfish never had a break in the years active.	C	T2014_mod_9	Hootie & the Blowfish never had a break in the years active.	E
0	IA0	T141	Bridgeport Connecticut is very close to being at seal level.	E	T141_mod_3	Bridgeport Connecticut is very close to being at seal level.	C
0	IA1	T2014	Hootie and the Blowfish play a variety of music genres	E	T2014_mod_10	Hootie and the Blowfish play a variety of music genres	C
0	IA2	T141	The city of Bridgeport Connecticut is over 20 square miles.	C	T141_mod_4	The city of Bridgeport Connecticut is over 20 square miles.	E
0	IA2	T2014	The members of Hootie and the Blowfish are now retired.	C	T2014_mod_11	The members of Hootie and the Blowfish are now retired.	E
0	IA2	T141	Water makes up less than one quarter of the total land area of Bridgeport, Connecticut.	E	T141_mod_5	Water makes up less than one quarter of the total land area of Bridgeport, Connecticut.	C
0	IA0	T2014	Hootie & the Blowfish are an American rock group.	E	T2014_mod_12	Hootie & the Blowfish are an American rock group.	C
0	IA0	T141	Connecticut is 16.0 sq mi in total.	C	T141_mod_6	Connecticut is 16.0 sq mi in total.	E
0	IA1	T2014	Hootie & the Blowfish has performed continuously without a break since it formed.	C	T2014_mod_13	Hootie & the Blowfish has performed continuously without a break since it formed.	E
0	IA2	T114	Evolve took a number of months to record.	E	T114_mod_1	Evolve took a number of months to record.	C
0	IA2	T114	Evolve is well known in the death metal scene.	C	T114_mod_2	Evolve is well known in the death metal scene.	E
0	IA2	T142	Sir John Harington was born in Europe.	E	T142_mod_1	Sir John Harington was born in Europe.	C
0	IA1	T114	Evolve was released in the Summer of 2017.	E	T114_mod_3	Evolve was released in the Summer of 2017.	C
0	IA2	T114	It only took a few months to record Evolve.	C	T114_mod_4	It only took a few months to record Evolve.	E
0	IA0	T142	Sir John Harington was from the United Kingdom.	E	T142_mod_2	Sir John Harington was from the United Kingdom.	C
0	IA0	T114	The album was recorded over a period of eight months.	E	T114_mod_5	The album was recorded over a period of eight months.	C
0	IA0	T142	Sir John Harington wound up having more than one wife.	C	T142_mod_3	Sir John Harington wound up having more than one wife.	E
0	IA0	T114	The album was released 2 years after it was recorded.	C	T114_mod_6	The album was released 2 years after it was recorded.	E
0	IA1	T142	Sir John Harington had been knighted by the Queen.	E	T142_mod_4	Sir John Harington had been knighted by the Queen.	C
0	IA1	T115	Fleetwood Mac was released in the 1970's.	E	T115_mod_1	Fleetwood Mac was released in the 1970's.	C
0	IA0	T142	Sir John Harington only lived in the 16th century.	C	T142_mod_5	Sir John Harington only lived in the 16th century.	E
0	IA2	T143	Jim Mattis was likely a highly decorated Marine.	E	T143_mod_1	Jim Mattis was likely a highly decorated Marine.	C
0	IA2	T115	Fleetwood Mac was 60 minutes long.	C	T115_mod_2	Fleetwood Mac was 60 minutes long.	E
0	IA0	T143	Jim Mattis served in the military for more than 45 years.	C	T143_mod_2	Jim Mattis served in the military for more than 45 years.	E
0	IA0	T115	Fleetwood Mac was released in the same month as Independence Day in 1975.	E	T115_mod_3	Fleetwood Mac was released in the same month as Independence Day in 1975.	C
0	IA0	T143	Jim Mattis had worked in the military through 2013.	E	T143_mod_3	Jim Mattis had worked in the military through 2013.	C
0	IA0	T115	The album Fleetwood Mac has a run time over an hour long.	C	T115_mod_4	The album Fleetwood Mac has a run time over an hour long.	E
0	IA1	T143	Jim Mattis began working in the military in the 1990s.	C	T143_mod_4	Jim Mattis began working in the military in the 1990s.	E
0	IA1	T115	The Fleetwood Mac album was released in the summer of 1975.	E	T115_mod_5	The Fleetwood Mac album was released in the summer of 1975.	C
0	IA0	T115	Keith Olsen is the solo producer of Fleetwood Mac.	C	T115_mod_6	Keith Olsen is the solo producer of Fleetwood Mac.	E
0	IA2	T116	Falling in Reverse has been active only in the 21st century.	E	T116_mod_2	Falling in Reverse has been active only in the 21st century.	C
0	IA0	T116	Falling in Reverse has recorded on 2 labels.	C	T116_mod_3	Falling in Reverse has recorded on 2 labels.	E
0	IA0	T116	Falling in Reverse has been a band for more than 10 years.	E	T116_mod_4	Falling in Reverse has been a band for more than 10 years.	C
0	IA0	T145	Justin Theroux married Jennifer Aniston less than five years ago.	E	T145_mod_1	Justin Theroux married Jennifer Aniston less than five years ago.	C
0	IA0	T145	Justin Theroux is an engineer from Montana.	C	T145_mod_2	Justin Theroux is an engineer from Montana.	E
0	IA2	T116	Falling in Reverse is associated with multiple other acts.	C	T116_mod_5	Falling in Reverse is associated with multiple other acts.	E
0	IA1	T145	Justin Theroux became involved with his current partner prior to the finalization of his divorce.	E	T145_mod_3	Justin Theroux became involved with his current partner prior to the finalization of his divorce.	C
0	IA0	T116	Falling in Reverse is a band that is from the United States.	E	T116_mod_6	Falling in Reverse is a band that is from the United States.	C
0	IA0	T145	Juston Theroux recently celebrated his 50th birthday.	C	T145_mod_4	Juston Theroux recently celebrated his 50th birthday.	E
0	IA2	T145	Justin Theroux is married to Jennifer Aniston.	E	T145_mod_5	Justin Theroux is married to Jennifer Aniston.	C
0	IA0	T145	Justin Theroux is a doctor.	C	T145_mod_6	Justin Theroux is a doctor.	E
0	IA0	T147	Cabaret Scene in now located in Europe.	E	T147_mod_1	Cabaret Scene in now located in Europe.	C
0	IA0	T147	Cabaret Scene is less than 2 feet wide at the widest point.	E	T147_mod_2	Cabaret Scene is less than 2 feet wide at the widest point.	C
0	IA1	T147	Cabaret Scene was painted in the middle part of the 20th century.	C	T147_mod_3	Cabaret Scene was painted in the middle part of the 20th century.	E
0	IA1	T147	Cabaret Scene is a piece of art that was painted in 1922.	E	T147_mod_4	Cabaret Scene is a piece of art that was painted in 1922.	C
0	IA1	T148	Jean, the Vitagraph Dog died over one hundred years ago.	E	T148_mod_1	Jean, the Vitagraph Dog died over one hundred years ago.	C
0	IA0	T148	Jean, the Vitagraph Dog worked for only five years.	C	T148_mod_2	Jean, the Vitagraph Dog worked for only five years.	E
0	IA2	T148	Jean, the Vitagraph Dog was born early in the 20th century.	E	T148_mod_3	Jean, the Vitagraph Dog was born early in the 20th century.	C
0	IA1	T148	Jean, the Vitagraph Dog, died at the age of 15.	C	T148_mod_4	Jean, the Vitagraph Dog, died at the age of 15.	E
0	IA2	T148	Jean, the Vitagraph Dog was a female dog actor in old American films	E	T148_mod_5	Jean, the Vitagraph Dog was a female dog actor in old American films	C
0	IA0	T148	Jean, the Vitagraph Dog was a Golden Retriever which perform in circus	C	T148_mod_6	Jean, the Vitagraph Dog was a Golden Retriever which perform in circus	E
0	IA0	T150	Fats Domino died in the Fall of 2017.	E	T150_mod_1	Fats Domino died in the Fall of 2017.	C
0	IA2	T150	Fats Domino was born in the Fall of 1928.	C	T150_mod_2	Fats Domino was born in the Fall of 1928.	E
0	IA2	T150	Fats Domino was an American.	E	T150_mod_3	Fats Domino was an American.	C
0	IA0	T150	Fats Domino died before his wife.	C	T150_mod_4	Fats Domino died before his wife.	E
0	IA0	T150	Fats Domino died over ten years ago.	E	T150_mod_5	Fats Domino died over ten years ago.	C
0	IA0	T191	Escape the Fate has been a band for about 15 years.	E	T191_mod_1	Escape the Fate has been a band for about 15 years.	C
0	IA2	T191	Escape the Fate was formed in the Southeast of the US.	C	T191_mod_2	Escape the Fate was formed in the Southeast of the US.	E
0	IA1	T191	Escape the Fate has been signed to several record labels.	E	T191_mod_3	Escape the Fate has been signed to several record labels.	C
0	IA0	T191	Escape the Fate has been performing for under five years.	C	T191_mod_4	Escape the Fate has been performing for under five years.	E
0	IA0	T191	Escape the Fate has released music on more than 5 labels.	E	T191_mod_5	Escape the Fate has released music on more than 5 labels.	C
0	IA0	T191	Escape the Fate is from the Great Lakes region o the U.S.	C	T191_mod_6	Escape the Fate is from the Great Lakes region o the U.S.	E
0	IA0	T193	Janet Jackson has had three husbands.	E	T193_mod_1	Janet Jackson has had three husbands.	C
0	IA0	T193	Janet Jackson's net worth is under 100 million dollars.	C	T193_mod_2	Janet Jackson's net worth is under 100 million dollars.	E
0	IA0	T193	Janet Jacksons first marriage lasted approximately 1 year.	E	T193_mod_3	Janet Jacksons first marriage lasted approximately 1 year.	C
0	IA2	T193	Janet Jackson has been married to her current husband for almost 15 years	C	T193_mod_4	Janet Jackson has been married to her current husband for almost 15 years	E
0	IA0	T193	Janet Jackson is an American Rockstar.	E	T193_mod_5	Janet Jackson is an American Rockstar.	C
0	IA0	T193	Janet Jackson is worth less than 50 million dollars.	C	T193_mod_6	Janet Jackson is worth less than 50 million dollars.	E
0	IA0	T195	Chicago, Illinois was settled in the 18th century.	E	T195_mod_1	Chicago, Illinois was settled in the 18th century.	C
0	IA0	T195	Chicago, Illinois was incorporated in the Summer of 1837.	C	T195_mod_2	Chicago, Illinois was incorporated in the Summer of 1837.	E
0	IA0	T195	Chicago, Illinois was originally incorporated to a city in the spring of 1837.	E	T195_mod_3	Chicago, Illinois was originally incorporated to a city in the spring of 1837.	C
0	IA2	T195	The town of Chicago, Illinois has three counties.	C	T195_mod_4	The town of Chicago, Illinois has three counties.	E
0	IA0	T195	Chicago is a Native American name.	E	T195_mod_5	Chicago is a Native American name.	C
0	IA0	T195	Chicago covers one county.	C	T195_mod_6	Chicago covers one county.	E
0	IA2	T196	Karlheinz Brandenburg is under 70 years old.	E	T196_mod_1	Karlheinz Brandenburg is under 70 years old.	C
0	IA0	T196	Karlheinz Brandenburg has mostly worked in Amsterdam.	C	T196_mod_2	Karlheinz Brandenburg has mostly worked in Amsterdam.	E
0	IA2	T196	Karlheinz Brandenburg was born in the Summer of 1954.	E	T196_mod_3	Karlheinz Brandenburg was born in the Summer of 1954.	C
0	IA0	T196	Karlheinz Brandenburg specializes in multiple fields.	C	T196_mod_4	Karlheinz Brandenburg specializes in multiple fields.	E
0	IA0	T196	Karlheinz Brandenburg attended university in Germany.	E	T196_mod_5	Karlheinz Brandenburg attended university in Germany.	C
0	IA2	T196	Karlheinz Brandenburg has never won an award.	C	T196_mod_6	Karlheinz Brandenburg has never won an award.	E
0	IA2	T1873	He lived a long life.	E	T1873_mod_1	He lived a long life.	C
0	IA0	T1873	Jack LaLanne was from the western U.S.	E	T1873_mod_2	Jack LaLanne was from the western U.S.	C
0	IA0	T1873	Jack LaLanne was divorced from his second wife when he died.	C	T1873_mod_3	Jack LaLanne was divorced from his second wife when he died.	E
0	IA2	T1873	Jack LaLanne was born in the Fall of 1914.	E	T1873_mod_4	Jack LaLanne was born in the Fall of 1914.	C
0	IA2	T150	Fats Domino is the artist's original name.	C	T150_mod_6	Fats Domino is the artist's original name.	E
0	IA1	T1873	Jack LaLanne had an active career for over 75 years.	C	T1873_mod_5	Jack LaLanne had an active career for over 75 years.	E
0	IA0	T151	Joan Jett has been performing for over forty years.	E	T151_mod_1	Joan Jett has been performing for over forty years.	C
0	IA1	T1873	Jack LaLanne was born in a large city in California.	E	T1873_mod_6	Jack LaLanne was born in a large city in California.	C
0	IA1	T151	Joan Jett uses her real last name while performing.	C	T151_mod_2	Joan Jett uses her real last name while performing.	E
0	IA1	T1873	Jack LaLanne was known for being an evangelist.	C	T1873_mod_7	Jack LaLanne was known for being an evangelist.	E
0	IA2	T151	Joan Jett can play a stringed instrument.	E	T151_mod_3	Joan Jett can play a stringed instrument.	C
0	IA0	T1873	Jack LaLanne was born under a different name.	E	T1873_mod_8	Jack LaLanne was born under a different name.	C
0	IA0	T1873	Jack LaLanne was married to Irma for longer than Elaine.	C	T1873_mod_9	Jack LaLanne was married to Irma for longer than Elaine.	E
0	IA2	T151	Joan Jett has been working for more than 45 years.	E	T151_mod_4	Joan Jett has been working for more than 45 years.	C
0	IA0	T1873	Jack LaLanne died before he turned 100.	E	T1873_mod_10	Jack LaLanne died before he turned 100.	C
0	IA0	T151	Joan Jett was born on the West Coast.	C	T151_mod_5	Joan Jett was born on the West Coast.	E
0	IA1	T1873	Jack LaLanne had three wives.	C	T1873_mod_11	Jack LaLanne had three wives.	E
0	IA0	T153	Karen Carpenter was born in New England.	E	T153_mod_1	Karen Carpenter was born in New England.	C
0	IA1	T1873	Jack LaLanne stopped being active in 2009.	E	T1873_mod_12	Jack LaLanne stopped being active in 2009.	C
0	IA2	T153	Karen Carpenter died in New York.	C	T153_mod_2	Karen Carpenter died in New York.	E
0	IA2	T1873	Jack LaLanne was born with the name Jack LaLanne.	C	T1873_mod_13	Jack LaLanne was born with the name Jack LaLanne.	E
0	IA2	T153	Karen Carpenter was born on the east coast of the USA.	E	T153_mod_3	Karen Carpenter was born on the east coast of the USA.	C
0	IA2	T199	Chief Keef has been making music under that name for about 8 years.	E	T199_mod_1	Chief Keef has been making music under that name for about 8 years.	C
0	IA2	T153	Karen Carpenter passed away when she was 25.	C	T153_mod_4	Karen Carpenter passed away when she was 25.	E
0	IA0	T153	Karen Carpenter died in the Fall of 1983.	E	T153_mod_5	Karen Carpenter died in the Fall of 1983.	C
0	IA0	T199	Chief Keef was born in the Spring of 1995.	C	T199_mod_2	Chief Keef was born in the Spring of 1995.	E
0	IA0	T199	Chief Keef was originally born in Chicago.	E	T199_mod_3	Chief Keef was originally born in Chicago.	C
0	IA1	T153	Karen Carpenter was active in the music scene for more than 20 years.	C	T153_mod_6	Karen Carpenter was active in the music scene for more than 20 years.	E
0	IA1	T199	The musician Chief Keef is known for rock music.	C	T199_mod_4	The musician Chief Keef is known for rock music.	E
0	IA2	T155	Jawaharlal Nehru lived in two different centuries.	E	T155_mod_1	Jawaharlal Nehru lived in two different centuries.	C
0	IA2	T155	Jawaharlal Nehru was married to Indira Gandhi.	C	T155_mod_2	Jawaharlal Nehru was married to Indira Gandhi.	E
0	IA1	T155	Jawaharlal Nehru wound up passing away after his heart failed.	E	T155_mod_3	Jawaharlal Nehru wound up passing away after his heart failed.	C
0	IA2	T155	Jawaharlal Nehru spent time in the UK parliament.	C	T155_mod_4	Jawaharlal Nehru spent time in the UK parliament.	E
0	IA0	T199	Keith Farrelle Cozart was born on August 15, 1995.	E	T199_mod_5	Keith Farrelle Cozart was born on August 15, 1995.	C
0	IA0	T155	Jawaharlal Nehru died in the same country he was born.	E	T155_mod_5	Jawaharlal Nehru died in the same country he was born.	C
0	IA0	T199	Chief Keef's label is an exclusive of the Glo Gang label.	C	T199_mod_6	Chief Keef's label is an exclusive of the Glo Gang label.	E
0	IA2	T155	Indira Gandhi is Jawaharal Nehru's sister.	C	T155_mod_6	Indira Gandhi is Jawaharal Nehru's sister.	E
0	IA2	T201	Frederic Leighton is the artist of Flaming June	E	T201_mod_1	Frederic Leighton is the artist of Flaming June	C
0	IA0	T156	Joan Chandos Baez was born in America.	E	T156_mod_1	Joan Chandos Baez was born in America.	C
0	IA1	T201	Flaming June was made in England	C	T201_mod_2	Flaming June was made in England	E
0	IA2	T156	Joan Chandos Baez was signed to Vanguard in 1957.	C	T156_mod_2	Joan Chandos Baez was signed to Vanguard in 1957.	E
0	IA2	T156	Joan Baez has been performing for over 50 years.	E	T156_mod_3	Joan Baez has been performing for over 50 years.	C
0	IA2	T201	The painting Flaming June is located in Puerto Rico.	E	T201_mod_3	The painting Flaming June is located in Puerto Rico.	C
0	IA1	T201	The painting Flaming June uses watercolor as its medium.	C	T201_mod_4	The painting Flaming June uses watercolor as its medium.	E
0	IA0	T156	Joan Baez was born on the east coast of the USA.	E	T156_mod_4	Joan Baez was born on the east coast of the USA.	C
0	IA0	T201	Flaming June is a painting that is a perfect square.	E	T201_mod_5	Flaming June is a painting that is a perfect square.	C
0	IA0	T156	Joan Baez has been playing music since the 1970s.	C	T156_mod_5	Joan Baez has been playing music since the 1970s.	E
0	IA0	T201	The sides of Museo de Arte de Ponce measure over four feet long each.	C	T201_mod_6	The sides of Museo de Arte de Ponce measure over four feet long each.	E
0	IA0	T1870	Invisible Touch was released in the Summer of 1986.	E	T1870_mod_1	Invisible Touch was released in the Summer of 1986.	C
0	IA2	T202	Janggi is a game that is from Korea.	E	T202_mod_1	Janggi is a game that is from Korea.	C
0	IA0	T1870	Invisible Touch has a run time over an hour long.	C	T1870_mod_2	Invisible Touch has a run time over an hour long.	E
0	IA0	T202	The game Janggi has a lot of random chance in it.	C	T202_mod_2	The game Janggi has a lot of random chance in it.	E
0	IA2	T1870	Invisible touch was a music album produced by Genesis.	E	T1870_mod_3	Invisible touch was a music album produced by Genesis.	C
0	IA0	T202	It could take multiple days to play a game of Janggi.	C	T202_mod_3	It could take multiple days to play a game of Janggi.	E
0	IA1	T1870	Invisible touch was recorded in 1989.	C	T1870_mod_4	Invisible touch was recorded in 1989.	E
0	IA2	T202	Janggi is a game that may last a very long time.	E	T202_mod_4	Janggi is a game that may last a very long time.	C
0	IA0	T1870	Invisible Touch is an album that came out in the summer of 1986.	E	T1870_mod_5	Invisible Touch is an album that came out in the summer of 1986.	C
0	IA2	T202	Success in Janggi is based entirely on chance.	C	T202_mod_5	Success in Janggi is based entirely on chance.	E
0	IA0	T1870	Invisible Touch was over an hour in length.	C	T1870_mod_6	Invisible Touch was over an hour in length.	E
0	IA2	T204	Bruce Lee was known for his fighting skills.	E	T204_mod_1	Bruce Lee was known for his fighting skills.	C
0	IA2	T1870	Invisible Touch is a rock album recorded and released over a two year period.	E	T1870_mod_7	Invisible Touch is a rock album recorded and released over a two year period.	C
